product_0,product_1,reactant_0,reactant_1,reaction
N=c1onno1,[CH3],[N]=c1onno1,C,rxn_3116
[N-]=c1o[nH+]no1,[CH3],[N-]=C1O[N+]=NO1,C,rxn_3117
N=c1onno1,[NH2],[N]=c1onno1,N,rxn_3118
[N-]=c1o[nH+]no1,[NH2],[N-]=C1O[N+]=NO1,N,rxn_3119
N=c1onno1,[OH],[N]=c1onno1,O,rxn_3120
[N-]=c1o[nH+]no1,[OH],[N-]=C1O[N+]=NO1,O,rxn_3121
N=c1onno1,[C]#C,[N]=c1onno1,C#C,rxn_3122
[N-]=c1o[nH+]no1,[C]#C,[N-]=C1O[N+]=NO1,C#C,rxn_3123
N=c1onno1,[C]#N,[N]=c1onno1,C#N,rxn_3124
[N-]=c1o[nH+]no1,[C]#N,[N-]=C1O[N+]=NO1,C#N,rxn_3125
N=c1onno1,[CH]=O,[N]=c1onno1,C=O,rxn_3126
[N-]=c1o[nH+]no1,[CH]=O,[N-]=C1O[N+]=NO1,C=O,rxn_3127
N=c1onno1,C[O],[N]=c1onno1,CO,rxn_3128
N=c1onno1,[CH2]O,[N]=c1onno1,CO,rxn_3129
[N-]=c1o[nH+]no1,C[O],[N-]=C1O[N+]=NO1,CO,rxn_3130
[N-]=c1o[nH+]no1,[CH2]O,[N-]=C1O[N+]=NO1,CO,rxn_3131
N=c1onno1,C#C[CH2],[N]=c1onno1,C#CC,rxn_3132
N=c1onno1,[C]#CC,[N]=c1onno1,C#CC,rxn_3133
[N-]=c1o[nH+]no1,C#C[CH2],[N-]=C1O[N+]=NO1,C#CC,rxn_3134
[N-]=c1o[nH+]no1,[C]#CC,[N-]=C1O[N+]=NO1,C#CC,rxn_3135
N=c1onno1,[CH2]C#N,[N]=c1onno1,CC#N,rxn_3136
[N-]=c1o[nH+]no1,[CH2]C#N,[N-]=C1O[N+]=NO1,CC#N,rxn_3137
N=c1onno1,[CH2]C=O,[N]=c1onno1,CC=O,rxn_3138
N=c1onno1,C[C]=O,[N]=c1onno1,CC=O,rxn_3139
[N-]=c1o[nH+]no1,[CH2]C=O,[N-]=C1O[N+]=NO1,CC=O,rxn_3140
[N-]=c1o[nH+]no1,C[C]=O,[N-]=C1O[N+]=NO1,CC=O,rxn_3141
N=c1onno1,[NH]C=O,[N]=c1onno1,NC=O,rxn_3142
N=c1onno1,N[C]=O,[N]=c1onno1,NC=O,rxn_3143
[N-]=c1o[nH+]no1,[NH]C=O,[N-]=C1O[N+]=NO1,NC=O,rxn_3144
[N-]=c1o[nH+]no1,N[C]=O,[N-]=C1O[N+]=NO1,NC=O,rxn_3145
N=c1onno1,[CH]1CO1,[N]=c1onno1,C1CO1,rxn_3146
[N-]=c1o[nH+]no1,[CH]1CO1,[N-]=C1O[N+]=NO1,C1CO1,rxn_3147
N=c1onno1,[C]#CC#C,[N]=c1onno1,C#CC#C,rxn_3148
[N-]=c1o[nH+]no1,[C]#CC#C,[N-]=C1O[N+]=NO1,C#CC#C,rxn_3149
N=c1onno1,[C]#CC#N,[N]=c1onno1,C#CC#N,rxn_3150
[N-]=c1o[nH+]no1,[C]#CC#N,[N-]=C1O[N+]=NO1,C#CC#N,rxn_3151
N=c1onno1,C#C[C]=O,[N]=c1onno1,C#CC=O,rxn_3152
N=c1onno1,[C]#CC=O,[N]=c1onno1,C#CC=O,rxn_3153
[N-]=c1o[nH+]no1,C#C[C]=O,[N-]=C1O[N+]=NO1,C#CC=O,rxn_3154
[N-]=c1o[nH+]no1,[C]#CC=O,[N-]=C1O[N+]=NO1,C#CC=O,rxn_3155
N=c1onno1,O=[C]C#N,[N]=c1onno1,O=CC#N,rxn_3156
[N-]=c1o[nH+]no1,O=[C]C#N,[N-]=C1O[N+]=NO1,O=CC#N,rxn_3157
N=c1onno1,O=[C]C=O,[N]=c1onno1,O=CC=O,rxn_3158
[N-]=c1o[nH+]no1,O=[C]C=O,[N-]=C1O[N+]=NO1,O=CC=O,rxn_3159
N=c1onno1,[O]CC#N,[N]=c1onno1,OCC#N,rxn_3160
N=c1onno1,O[CH]C#N,[N]=c1onno1,OCC#N,rxn_3161
[N-]=c1o[nH+]no1,[O]CC#N,[N-]=C1O[N+]=NO1,OCC#N,rxn_3162
[N-]=c1o[nH+]no1,O[CH]C#N,[N-]=C1O[N+]=NO1,OCC#N,rxn_3163
N=c1onno1,N#C[CH]C#N,[N]=c1onno1,N#CCC#N,rxn_3164
[N-]=c1o[nH+]no1,N#C[CH]C#N,[N-]=C1O[N+]=NO1,N#CCC#N,rxn_3165
N=c1onno1,O1C=[C]N=N1,[N]=c1onno1,c1cnno1,rxn_3166
N=c1onno1,O1[C]=CN=N1,[N]=c1onno1,c1cnno1,rxn_3167
[N-]=c1o[nH+]no1,O1C=[C]N=N1,[N-]=C1O[N+]=NO1,c1cnno1,rxn_3168
[N-]=c1o[nH+]no1,O1[C]=CN=N1,[N-]=C1O[N+]=NO1,c1cnno1,rxn_3169
N=c1onno1,[C]1=NOC=N1,[N]=c1onno1,c1ncno1,rxn_3170
N=c1onno1,C1=NO[C]=N1,[N]=c1onno1,c1ncno1,rxn_3171
[N-]=c1o[nH+]no1,[C]1=NOC=N1,[N-]=C1O[N+]=NO1,c1ncno1,rxn_3172
[N-]=c1o[nH+]no1,C1=NO[C]=N1,[N-]=C1O[N+]=NO1,c1ncno1,rxn_3173
N=c1onno1,O1C=NN=[C]1,[N]=c1onno1,o1cnnc1,rxn_3174
[N-]=c1o[nH+]no1,O1C=NN=[C]1,[N-]=C1O[N+]=NO1,o1cnnc1,rxn_3175
N=c1onno1,O1[C]=NN=N1,[N]=c1onno1,c1nnno1,rxn_3176
[N-]=c1o[nH+]no1,O1[C]=NN=N1,[N-]=C1O[N+]=NO1,c1nnno1,rxn_3177
N=c1onno1,N1=C[C]=NO1,[N]=c1onno1,c1cnon1,rxn_3178
[N-]=c1o[nH+]no1,N1=C[C]=NO1,[N-]=C1O[N+]=NO1,c1cnon1,rxn_3179
N=c1onno1,O1N=N[C]=N1,[N]=c1onno1,n1ncno1,rxn_3180
[N-]=c1o[nH+]no1,O1N=N[C]=N1,[N-]=C1O[N+]=NO1,n1ncno1,rxn_3181
N=c1onno1,[C]#CC(=O)C#N,[N]=c1onno1,C#CC(=O)C#N,rxn_3182
[N-]=c1o[nH+]no1,[C]#CC(=O)C#N,[N-]=C1O[N+]=NO1,C#CC(=O)C#N,rxn_3183
N=c1onno1,O=C(C#N)[C]=O,[N]=c1onno1,O=C(C#N)C=O,rxn_3184
[N-]=c1o[nH+]no1,O=C(C#N)[C]=O,[N-]=C1O[N+]=NO1,O=C(C#N)C=O,rxn_3185
N=c1onno1,[C]#CC#CC#N,[N]=c1onno1,C#CC#CC#N,rxn_3186
[N-]=c1o[nH+]no1,[C]#CC#CC#N,[N-]=C1O[N+]=NO1,C#CC#CC#N,rxn_3187
N=c1onno1,O=[C]C#CC#N,[N]=c1onno1,O=CC#CC#N,rxn_3188
[N-]=c1o[nH+]no1,O=[C]C#CC#N,[N-]=C1O[N+]=NO1,O=CC#CC#N,rxn_3189
[N-]=c1o[nH+]no1,[N]=c1onno1,[N-]=C1O[N+]=NO1,N=c1onno1,rxn_3190
N=c1onno1,O=C1[N]N=NO1,[N]=c1onno1,O=c1onn[nH]1,rxn_3191
[N-]=c1o[nH+]no1,O=C1[N]N=NO1,[N-]=C1O[N+]=NO1,O=c1onn[nH]1,rxn_3192
N=c1onno1,O=C1ON=[C]O1,[N]=c1onno1,O=c1onco1,rxn_3193
[N-]=c1o[nH+]no1,O=C1ON=[C]O1,[N-]=C1O[N+]=NO1,O=c1onco1,rxn_3194
N=c1onno1,[O]c1nonn1,[N]=c1onno1,Oc1nonn1,rxn_3195
[N-]=c1o[nH+]no1,[O]c1nonn1,[N-]=C1O[N+]=NO1,Oc1nonn1,rxn_3196
N=c1onno1,[C]#CC(F)(F)F,[N]=c1onno1,C#CC(F)(F)F,rxn_3197
[N-]=c1o[nH+]no1,[C]#CC(F)(F)F,[N-]=C1O[N+]=NO1,C#CC(F)(F)F,rxn_3198
N=c1onno1,O=[C]C(F)(F)F,[N]=c1onno1,O=CC(F)(F)F,rxn_3199
[N-]=c1o[nH+]no1,O=[C]C(F)(F)F,[N-]=C1O[N+]=NO1,O=CC(F)(F)F,rxn_3200
N=c1onno1,O=[C]C(Cl)(Cl)Cl,[N]=c1onno1,O=CC(Cl)(Cl)Cl,rxn_3201
[N-]=c1o[nH+]no1,O=[C]C(Cl)(Cl)Cl,[N-]=C1O[N+]=NO1,O=CC(Cl)(Cl)Cl,rxn_3202
N=c1onno1,O=[C]C(Br)(Br)Br,[N]=c1onno1,O=CC(Br)(Br)Br,rxn_3203
[N-]=c1o[nH+]no1,O=[C]C(Br)(Br)Br,[N-]=C1O[N+]=NO1,O=CC(Br)(Br)Br,rxn_3204
NCC#N,[CH3],[NH]CC#N,C,rxn_3205
NCC#N,[NH2],[NH]CC#N,N,rxn_3206
NCC#N,[OH],[NH]CC#N,O,rxn_3207
NCC#N,[C]#C,[NH]CC#N,C#C,rxn_3208
NCC#N,[C]#N,[NH]CC#N,C#N,rxn_3209
NCC#N,[CH]=O,[NH]CC#N,C=O,rxn_3210
NCC#N,C[O],[NH]CC#N,CO,rxn_3211
NCC#N,[CH2]O,[NH]CC#N,CO,rxn_3212
NCC#N,C#C[CH2],[NH]CC#N,C#CC,rxn_3213
NCC#N,[C]#CC,[NH]CC#N,C#CC,rxn_3214
NCC#N,[CH2]C#N,[NH]CC#N,CC#N,rxn_3215
NCC#N,[CH2]C=O,[NH]CC#N,CC=O,rxn_3216
NCC#N,C[C]=O,[NH]CC#N,CC=O,rxn_3217
NCC#N,[NH]C=O,[NH]CC#N,NC=O,rxn_3218
NCC#N,N[C]=O,[NH]CC#N,NC=O,rxn_3219
NCC#N,[CH]1CO1,[NH]CC#N,C1CO1,rxn_3220
NCC#N,[C]#CC#C,[NH]CC#N,C#CC#C,rxn_3221
NCC#N,[C]#CC#N,[NH]CC#N,C#CC#N,rxn_3222
NCC#N,C#C[C]=O,[NH]CC#N,C#CC=O,rxn_3223
NCC#N,[C]#CC=O,[NH]CC#N,C#CC=O,rxn_3224
NCC#N,O=[C]C#N,[NH]CC#N,O=CC#N,rxn_3225
NCC#N,O=[C]C=O,[NH]CC#N,O=CC=O,rxn_3226
NCC#N,[O]CC#N,[NH]CC#N,OCC#N,rxn_3227
NCC#N,O[CH]C#N,[NH]CC#N,OCC#N,rxn_3228
NCC#N,N#C[CH]C#N,[NH]CC#N,N#CCC#N,rxn_3229
NCC#N,O1C=[C]N=N1,[NH]CC#N,c1cnno1,rxn_3230
NCC#N,O1[C]=CN=N1,[NH]CC#N,c1cnno1,rxn_3231
NCC#N,[C]1=NOC=N1,[NH]CC#N,c1ncno1,rxn_3232
NCC#N,C1=NO[C]=N1,[NH]CC#N,c1ncno1,rxn_3233
NCC#N,O1C=NN=[C]1,[NH]CC#N,o1cnnc1,rxn_3234
NCC#N,O1[C]=NN=N1,[NH]CC#N,c1nnno1,rxn_3235
NCC#N,N1=C[C]=NO1,[NH]CC#N,c1cnon1,rxn_3236
NCC#N,O1N=N[C]=N1,[NH]CC#N,n1ncno1,rxn_3237
NCC#N,[C]#CC(=O)C#N,[NH]CC#N,C#CC(=O)C#N,rxn_3238
NCC#N,O=C(C#N)[C]=O,[NH]CC#N,O=C(C#N)C=O,rxn_3239
NCC#N,[C]#CC#CC#N,[NH]CC#N,C#CC#CC#N,rxn_3240
NCC#N,O=[C]C#CC#N,[NH]CC#N,O=CC#CC#N,rxn_3241
NCC#N,[N]=c1onno1,[NH]CC#N,N=c1onno1,rxn_3242
NCC#N,O=C1[N]N=NO1,[NH]CC#N,O=c1onn[nH]1,rxn_3243
NCC#N,O=C1ON=[C]O1,[NH]CC#N,O=c1onco1,rxn_3244
NCC#N,[O]c1nonn1,[NH]CC#N,Oc1nonn1,rxn_3245
NCC#N,[C]#CC(F)(F)F,[NH]CC#N,C#CC(F)(F)F,rxn_3246
NCC#N,O=[C]C(F)(F)F,[NH]CC#N,O=CC(F)(F)F,rxn_3247
NCC#N,O=[C]C(Cl)(Cl)Cl,[NH]CC#N,O=CC(Cl)(Cl)Cl,rxn_3248
NCC#N,O=[C]C(Br)(Br)Br,[NH]CC#N,O=CC(Br)(Br)Br,rxn_3249
Oc1nonn1,[CH3],[O]c1nonn1,C,rxn_3250
O=c1nno[nH]1,[CH3],[N]1ON=NC1=O,C,rxn_3251
[n-]1on[nH+]c1=O,[CH3],[N-]1ON=[N+]C1=O,C,rxn_3252
[n-]1o[nH+]nc1=O,[CH3],[N-]1O[N+]=NC1=O,C,rxn_3253
Oc1nonn1,[NH2],[O]c1nonn1,N,rxn_3254
O=c1nno[nH]1,[NH2],[N]1ON=NC1=O,N,rxn_3255
[n-]1on[nH+]c1=O,[NH2],[N-]1ON=[N+]C1=O,N,rxn_3256
[n-]1o[nH+]nc1=O,[NH2],[N-]1O[N+]=NC1=O,N,rxn_3257
Oc1nonn1,[OH],[O]c1nonn1,O,rxn_3258
O=c1nno[nH]1,[OH],[N]1ON=NC1=O,O,rxn_3259
[n-]1on[nH+]c1=O,[OH],[N-]1ON=[N+]C1=O,O,rxn_3260
[n-]1o[nH+]nc1=O,[OH],[N-]1O[N+]=NC1=O,O,rxn_3261
Oc1nonn1,[C]#C,[O]c1nonn1,C#C,rxn_3262
O=c1nno[nH]1,[C]#C,[N]1ON=NC1=O,C#C,rxn_3263
[n-]1on[nH+]c1=O,[C]#C,[N-]1ON=[N+]C1=O,C#C,rxn_3264
[n-]1o[nH+]nc1=O,[C]#C,[N-]1O[N+]=NC1=O,C#C,rxn_3265
Oc1nonn1,[C]#N,[O]c1nonn1,C#N,rxn_3266
O=c1nno[nH]1,[C]#N,[N]1ON=NC1=O,C#N,rxn_3267
[n-]1on[nH+]c1=O,[C]#N,[N-]1ON=[N+]C1=O,C#N,rxn_3268
[n-]1o[nH+]nc1=O,[C]#N,[N-]1O[N+]=NC1=O,C#N,rxn_3269
Oc1nonn1,[CH]=O,[O]c1nonn1,C=O,rxn_3270
O=c1nno[nH]1,[CH]=O,[N]1ON=NC1=O,C=O,rxn_3271
[n-]1on[nH+]c1=O,[CH]=O,[N-]1ON=[N+]C1=O,C=O,rxn_3272
[n-]1o[nH+]nc1=O,[CH]=O,[N-]1O[N+]=NC1=O,C=O,rxn_3273
Oc1nonn1,C[O],[O]c1nonn1,CO,rxn_3274
Oc1nonn1,[CH2]O,[O]c1nonn1,CO,rxn_3275
O=c1nno[nH]1,C[O],[N]1ON=NC1=O,CO,rxn_3276
O=c1nno[nH]1,[CH2]O,[N]1ON=NC1=O,CO,rxn_3277
[n-]1on[nH+]c1=O,C[O],[N-]1ON=[N+]C1=O,CO,rxn_3278
[n-]1on[nH+]c1=O,[CH2]O,[N-]1ON=[N+]C1=O,CO,rxn_3279
[n-]1o[nH+]nc1=O,C[O],[N-]1O[N+]=NC1=O,CO,rxn_3280
[n-]1o[nH+]nc1=O,[CH2]O,[N-]1O[N+]=NC1=O,CO,rxn_3281
Oc1nonn1,C#C[CH2],[O]c1nonn1,C#CC,rxn_3282
Oc1nonn1,[C]#CC,[O]c1nonn1,C#CC,rxn_3283
O=c1nno[nH]1,C#C[CH2],[N]1ON=NC1=O,C#CC,rxn_3284
O=c1nno[nH]1,[C]#CC,[N]1ON=NC1=O,C#CC,rxn_3285
[n-]1on[nH+]c1=O,C#C[CH2],[N-]1ON=[N+]C1=O,C#CC,rxn_3286
[n-]1on[nH+]c1=O,[C]#CC,[N-]1ON=[N+]C1=O,C#CC,rxn_3287
[n-]1o[nH+]nc1=O,C#C[CH2],[N-]1O[N+]=NC1=O,C#CC,rxn_3288
[n-]1o[nH+]nc1=O,[C]#CC,[N-]1O[N+]=NC1=O,C#CC,rxn_3289
Oc1nonn1,[CH2]C#N,[O]c1nonn1,CC#N,rxn_3290
O=c1nno[nH]1,[CH2]C#N,[N]1ON=NC1=O,CC#N,rxn_3291
[n-]1on[nH+]c1=O,[CH2]C#N,[N-]1ON=[N+]C1=O,CC#N,rxn_3292
[n-]1o[nH+]nc1=O,[CH2]C#N,[N-]1O[N+]=NC1=O,CC#N,rxn_3293
Oc1nonn1,[CH2]C=O,[O]c1nonn1,CC=O,rxn_3294
Oc1nonn1,C[C]=O,[O]c1nonn1,CC=O,rxn_3295
O=c1nno[nH]1,[CH2]C=O,[N]1ON=NC1=O,CC=O,rxn_3296
O=c1nno[nH]1,C[C]=O,[N]1ON=NC1=O,CC=O,rxn_3297
[n-]1on[nH+]c1=O,[CH2]C=O,[N-]1ON=[N+]C1=O,CC=O,rxn_3298
[n-]1on[nH+]c1=O,C[C]=O,[N-]1ON=[N+]C1=O,CC=O,rxn_3299
[n-]1o[nH+]nc1=O,[CH2]C=O,[N-]1O[N+]=NC1=O,CC=O,rxn_3300
[n-]1o[nH+]nc1=O,C[C]=O,[N-]1O[N+]=NC1=O,CC=O,rxn_3301
Oc1nonn1,[NH]C=O,[O]c1nonn1,NC=O,rxn_3302
Oc1nonn1,N[C]=O,[O]c1nonn1,NC=O,rxn_3303
O=c1nno[nH]1,[NH]C=O,[N]1ON=NC1=O,NC=O,rxn_3304
O=c1nno[nH]1,N[C]=O,[N]1ON=NC1=O,NC=O,rxn_3305
[n-]1on[nH+]c1=O,[NH]C=O,[N-]1ON=[N+]C1=O,NC=O,rxn_3306
[n-]1on[nH+]c1=O,N[C]=O,[N-]1ON=[N+]C1=O,NC=O,rxn_3307
[n-]1o[nH+]nc1=O,[NH]C=O,[N-]1O[N+]=NC1=O,NC=O,rxn_3308
[n-]1o[nH+]nc1=O,N[C]=O,[N-]1O[N+]=NC1=O,NC=O,rxn_3309
Oc1nonn1,[CH]1CO1,[O]c1nonn1,C1CO1,rxn_3310
O=c1nno[nH]1,[CH]1CO1,[N]1ON=NC1=O,C1CO1,rxn_3311
[n-]1on[nH+]c1=O,[CH]1CO1,[N-]1ON=[N+]C1=O,C1CO1,rxn_3312
[n-]1o[nH+]nc1=O,[CH]1CO1,[N-]1O[N+]=NC1=O,C1CO1,rxn_3313
Oc1nonn1,[C]#CC#C,[O]c1nonn1,C#CC#C,rxn_3314
O=c1nno[nH]1,[C]#CC#C,[N]1ON=NC1=O,C#CC#C,rxn_3315
[n-]1on[nH+]c1=O,[C]#CC#C,[N-]1ON=[N+]C1=O,C#CC#C,rxn_3316
[n-]1o[nH+]nc1=O,[C]#CC#C,[N-]1O[N+]=NC1=O,C#CC#C,rxn_3317
Oc1nonn1,[C]#CC#N,[O]c1nonn1,C#CC#N,rxn_3318
O=c1nno[nH]1,[C]#CC#N,[N]1ON=NC1=O,C#CC#N,rxn_3319
[n-]1on[nH+]c1=O,[C]#CC#N,[N-]1ON=[N+]C1=O,C#CC#N,rxn_3320
[n-]1o[nH+]nc1=O,[C]#CC#N,[N-]1O[N+]=NC1=O,C#CC#N,rxn_3321
Oc1nonn1,C#C[C]=O,[O]c1nonn1,C#CC=O,rxn_3322
Oc1nonn1,[C]#CC=O,[O]c1nonn1,C#CC=O,rxn_3323
O=c1nno[nH]1,C#C[C]=O,[N]1ON=NC1=O,C#CC=O,rxn_3324
O=c1nno[nH]1,[C]#CC=O,[N]1ON=NC1=O,C#CC=O,rxn_3325
[n-]1on[nH+]c1=O,C#C[C]=O,[N-]1ON=[N+]C1=O,C#CC=O,rxn_3326
[n-]1on[nH+]c1=O,[C]#CC=O,[N-]1ON=[N+]C1=O,C#CC=O,rxn_3327
[n-]1o[nH+]nc1=O,C#C[C]=O,[N-]1O[N+]=NC1=O,C#CC=O,rxn_3328
[n-]1o[nH+]nc1=O,[C]#CC=O,[N-]1O[N+]=NC1=O,C#CC=O,rxn_3329
Oc1nonn1,O=[C]C#N,[O]c1nonn1,O=CC#N,rxn_3330
O=c1nno[nH]1,O=[C]C#N,[N]1ON=NC1=O,O=CC#N,rxn_3331
[n-]1on[nH+]c1=O,O=[C]C#N,[N-]1ON=[N+]C1=O,O=CC#N,rxn_3332
[n-]1o[nH+]nc1=O,O=[C]C#N,[N-]1O[N+]=NC1=O,O=CC#N,rxn_3333
Oc1nonn1,O=[C]C=O,[O]c1nonn1,O=CC=O,rxn_3334
O=c1nno[nH]1,O=[C]C=O,[N]1ON=NC1=O,O=CC=O,rxn_3335
[n-]1on[nH+]c1=O,O=[C]C=O,[N-]1ON=[N+]C1=O,O=CC=O,rxn_3336
[n-]1o[nH+]nc1=O,O=[C]C=O,[N-]1O[N+]=NC1=O,O=CC=O,rxn_3337
Oc1nonn1,[O]CC#N,[O]c1nonn1,OCC#N,rxn_3338
Oc1nonn1,O[CH]C#N,[O]c1nonn1,OCC#N,rxn_3339
O=c1nno[nH]1,[O]CC#N,[N]1ON=NC1=O,OCC#N,rxn_3340
O=c1nno[nH]1,O[CH]C#N,[N]1ON=NC1=O,OCC#N,rxn_3341
[n-]1on[nH+]c1=O,[O]CC#N,[N-]1ON=[N+]C1=O,OCC#N,rxn_3342
[n-]1on[nH+]c1=O,O[CH]C#N,[N-]1ON=[N+]C1=O,OCC#N,rxn_3343
[n-]1o[nH+]nc1=O,[O]CC#N,[N-]1O[N+]=NC1=O,OCC#N,rxn_3344
[n-]1o[nH+]nc1=O,O[CH]C#N,[N-]1O[N+]=NC1=O,OCC#N,rxn_3345
Oc1nonn1,N#C[CH]C#N,[O]c1nonn1,N#CCC#N,rxn_3346
O=c1nno[nH]1,N#C[CH]C#N,[N]1ON=NC1=O,N#CCC#N,rxn_3347
[n-]1on[nH+]c1=O,N#C[CH]C#N,[N-]1ON=[N+]C1=O,N#CCC#N,rxn_3348
[n-]1o[nH+]nc1=O,N#C[CH]C#N,[N-]1O[N+]=NC1=O,N#CCC#N,rxn_3349
Oc1nonn1,O1C=[C]N=N1,[O]c1nonn1,c1cnno1,rxn_3350
Oc1nonn1,O1[C]=CN=N1,[O]c1nonn1,c1cnno1,rxn_3351
O=c1nno[nH]1,O1C=[C]N=N1,[N]1ON=NC1=O,c1cnno1,rxn_3352
O=c1nno[nH]1,O1[C]=CN=N1,[N]1ON=NC1=O,c1cnno1,rxn_3353
[n-]1on[nH+]c1=O,O1C=[C]N=N1,[N-]1ON=[N+]C1=O,c1cnno1,rxn_3354
[n-]1on[nH+]c1=O,O1[C]=CN=N1,[N-]1ON=[N+]C1=O,c1cnno1,rxn_3355
[n-]1o[nH+]nc1=O,O1C=[C]N=N1,[N-]1O[N+]=NC1=O,c1cnno1,rxn_3356
[n-]1o[nH+]nc1=O,O1[C]=CN=N1,[N-]1O[N+]=NC1=O,c1cnno1,rxn_3357
Oc1nonn1,[C]1=NOC=N1,[O]c1nonn1,c1ncno1,rxn_3358
Oc1nonn1,C1=NO[C]=N1,[O]c1nonn1,c1ncno1,rxn_3359
O=c1nno[nH]1,[C]1=NOC=N1,[N]1ON=NC1=O,c1ncno1,rxn_3360
O=c1nno[nH]1,C1=NO[C]=N1,[N]1ON=NC1=O,c1ncno1,rxn_3361
[n-]1on[nH+]c1=O,[C]1=NOC=N1,[N-]1ON=[N+]C1=O,c1ncno1,rxn_3362
[n-]1on[nH+]c1=O,C1=NO[C]=N1,[N-]1ON=[N+]C1=O,c1ncno1,rxn_3363
[n-]1o[nH+]nc1=O,[C]1=NOC=N1,[N-]1O[N+]=NC1=O,c1ncno1,rxn_3364
[n-]1o[nH+]nc1=O,C1=NO[C]=N1,[N-]1O[N+]=NC1=O,c1ncno1,rxn_3365
Oc1nonn1,O1C=NN=[C]1,[O]c1nonn1,o1cnnc1,rxn_3366
O=c1nno[nH]1,O1C=NN=[C]1,[N]1ON=NC1=O,o1cnnc1,rxn_3367
[n-]1on[nH+]c1=O,O1C=NN=[C]1,[N-]1ON=[N+]C1=O,o1cnnc1,rxn_3368
[n-]1o[nH+]nc1=O,O1C=NN=[C]1,[N-]1O[N+]=NC1=O,o1cnnc1,rxn_3369
Oc1nonn1,O1[C]=NN=N1,[O]c1nonn1,c1nnno1,rxn_3370
O=c1nno[nH]1,O1[C]=NN=N1,[N]1ON=NC1=O,c1nnno1,rxn_3371
[n-]1on[nH+]c1=O,O1[C]=NN=N1,[N-]1ON=[N+]C1=O,c1nnno1,rxn_3372
[n-]1o[nH+]nc1=O,O1[C]=NN=N1,[N-]1O[N+]=NC1=O,c1nnno1,rxn_3373
Oc1nonn1,N1=C[C]=NO1,[O]c1nonn1,c1cnon1,rxn_3374
O=c1nno[nH]1,N1=C[C]=NO1,[N]1ON=NC1=O,c1cnon1,rxn_3375
[n-]1on[nH+]c1=O,N1=C[C]=NO1,[N-]1ON=[N+]C1=O,c1cnon1,rxn_3376
[n-]1o[nH+]nc1=O,N1=C[C]=NO1,[N-]1O[N+]=NC1=O,c1cnon1,rxn_3377
Oc1nonn1,O1N=N[C]=N1,[O]c1nonn1,n1ncno1,rxn_3378
O=c1nno[nH]1,O1N=N[C]=N1,[N]1ON=NC1=O,n1ncno1,rxn_3379
[n-]1on[nH+]c1=O,O1N=N[C]=N1,[N-]1ON=[N+]C1=O,n1ncno1,rxn_3380
[n-]1o[nH+]nc1=O,O1N=N[C]=N1,[N-]1O[N+]=NC1=O,n1ncno1,rxn_3381
Oc1nonn1,[C]#CC(=O)C#N,[O]c1nonn1,C#CC(=O)C#N,rxn_3382
O=c1nno[nH]1,[C]#CC(=O)C#N,[N]1ON=NC1=O,C#CC(=O)C#N,rxn_3383
[n-]1on[nH+]c1=O,[C]#CC(=O)C#N,[N-]1ON=[N+]C1=O,C#CC(=O)C#N,rxn_3384
[n-]1o[nH+]nc1=O,[C]#CC(=O)C#N,[N-]1O[N+]=NC1=O,C#CC(=O)C#N,rxn_3385
Oc1nonn1,O=C(C#N)[C]=O,[O]c1nonn1,O=C(C#N)C=O,rxn_3386
O=c1nno[nH]1,O=C(C#N)[C]=O,[N]1ON=NC1=O,O=C(C#N)C=O,rxn_3387
[n-]1on[nH+]c1=O,O=C(C#N)[C]=O,[N-]1ON=[N+]C1=O,O=C(C#N)C=O,rxn_3388
[n-]1o[nH+]nc1=O,O=C(C#N)[C]=O,[N-]1O[N+]=NC1=O,O=C(C#N)C=O,rxn_3389
Oc1nonn1,[C]#CC#CC#N,[O]c1nonn1,C#CC#CC#N,rxn_3390
O=c1nno[nH]1,[C]#CC#CC#N,[N]1ON=NC1=O,C#CC#CC#N,rxn_3391
[n-]1on[nH+]c1=O,[C]#CC#CC#N,[N-]1ON=[N+]C1=O,C#CC#CC#N,rxn_3392
[n-]1o[nH+]nc1=O,[C]#CC#CC#N,[N-]1O[N+]=NC1=O,C#CC#CC#N,rxn_3393
Oc1nonn1,O=[C]C#CC#N,[O]c1nonn1,O=CC#CC#N,rxn_3394
O=c1nno[nH]1,O=[C]C#CC#N,[N]1ON=NC1=O,O=CC#CC#N,rxn_3395
[n-]1on[nH+]c1=O,O=[C]C#CC#N,[N-]1ON=[N+]C1=O,O=CC#CC#N,rxn_3396
[n-]1o[nH+]nc1=O,O=[C]C#CC#N,[N-]1O[N+]=NC1=O,O=CC#CC#N,rxn_3397
Oc1nonn1,[N]=c1onno1,[O]c1nonn1,N=c1onno1,rxn_3398
O=c1nno[nH]1,[N]=c1onno1,[N]1ON=NC1=O,N=c1onno1,rxn_3399
[n-]1on[nH+]c1=O,[N]=c1onno1,[N-]1ON=[N+]C1=O,N=c1onno1,rxn_3400
[n-]1o[nH+]nc1=O,[N]=c1onno1,[N-]1O[N+]=NC1=O,N=c1onno1,rxn_3401
Oc1nonn1,O=C1[N]N=NO1,[O]c1nonn1,O=c1onn[nH]1,rxn_3402
O=c1nno[nH]1,O=C1[N]N=NO1,[N]1ON=NC1=O,O=c1onn[nH]1,rxn_3403
[n-]1on[nH+]c1=O,O=C1[N]N=NO1,[N-]1ON=[N+]C1=O,O=c1onn[nH]1,rxn_3404
